BRCODE,BRANCH_NAME,CIRCD,CIRCLE,NETWORK,MODCD,MODULE,REGION,POPCD,POPULATION,STATECD,STATE,DISTCD,DISTRICT,MICR,CENTRECD,CENTERNAME
12291,PBB DEWAS,8,BHOPAL,1,2,INDORE,4,3,Urban,20,MADHYA PRADESH,22,DEWAS,,7190007,DEWAS
12293,PBB KATNI,8,BHOPAL,2,4,JABALPUR,4,3,Urban,20,MADHYA PRADESH,37,KATNI,483002008,7090006,MURWARA(KATNI)
12296,PBB REWA,8,BHOPAL,2,4,JABALPUR,3,3,Urban,20,MADHYA PRADESH,64,REWA,,7470006,REWA
12297,PER BKG BR SHIVPURI,8,BHOPAL,2,3,GWALIOR,5,3,Urban,20,MADHYA PRADESH,78,SHIVPURI,473002018,7370006,SHIVPURI
12299,PBB SATNA,8,BHOPAL,2,4,JABALPUR,3,3,Urban,20,MADHYA PRADESH,68,SATNA,485002009,7460007,SATNA
12326,SUNDAR NAGAR RAIPUR,8,BHOPAL,3,5,RAIPUR,1,4,Metro,7,CHATTISGARH,54,RAIPUR,492002029,7600008,RAIPUR
12327,AMBIKAPUR CITY,8,BHOPAL,3,6,BILASPUR,4,3,Urban,7,CHATTISGARH,82,SURGUJA,497002004,7560005,AMBIKAPUR
12328,RISALI BHILIA,8,BHOPAL,3,5,RAIPUR,3,3,Urban,7,CHATTISGARH,26,DURG,490002020,7500008,BHILAI NAGAR
12659,ANNAPURNA RDINDORE,8,BHOPAL,1,2,INDORE,1,4,Metro,20,MADHYA PRADESH,36,INDORE,452002032,7200009,INDORE
13004,VIP ESTATE RAIPUR,8,BHOPAL,3,5,RAIPUR,1,4,Metro,7,CHATTISGARH,54,RAIPUR,,7600008,RAIPUR
13042,PBB NEW MAARKET,8,BHOPAL,1,1,BHOPAL,1,4,Metro,20,MADHYA PRADESH,10,BHOPAL,,7640009,BHOPAL
13103,SP.GOVT BUSINESS BR BHOPAL,8,BHOPAL,1,1,BHOPAL,2,4,Metro,20,MADHYA PRADESH,10,BHOPAL,,7640009,BHOPAL
13104,PBB GPO INDORE,8,BHOPAL,1,2,INDORE,2,4,Metro,20,MADHYA PRADESH,36,INDORE,,7200009,INDORE
13105,SPECIALISED GOVT BUSINESS BR. RAIPUR,8,BHOPAL,3,5,RAIPUR,1,4,Metro,7,CHATTISGARH,54,RAIPUR,,7600008,RAIPUR
13107,IFFCO PLANT BRANCH PREMNAGAR,8,BHOPAL,3,6,BILASPUR,4,1,Rural,7,CHATTISGARH,36,SURAJPUR,,3310001,PREMNAGAR
13108,NARHARPUR,8,BHOPAL,3,5,RAIPUR,5,1,Rural,7,CHATTISGARH,15,KANKER,,7610141,NARHARPUR
13109,RAMNAGAR,8,BHOPAL,2,4,JABALPUR,3,1,Rural,20,MADHYA PRADESH,68,SATNA,,7460871,TURKI
13243,R B OKORBA,8,BHOPAL,3,6,BILASPUR,2,3,Urban,7,CHATTISGARH,19,KORBA,,7550007,KORBA
13297,ADARSH NAGAR DURG,8,BHOPAL,3,5,RAIPUR,3,3,Urban,7,CHATTISGARH,26,DURG,,7500017,DURG
13306,PIPLYAHANA,8,BHOPAL,1,2,INDORE,2,4,Metro,20,MADHYA PRADESH,36,INDORE,,7200009,INDORE
13307,MIG ROAD (LIG CHOURAHA),8,BHOPAL,1,2,INDORE,2,4,Metro,20,MADHYA PRADESH,36,INDORE,,7200009,INDORE
13487,ABHANPUR,8,BHOPAL,3,5,RAIPUR,2,2,Semi-Urban,7,CHATTISGARH,54,RAIPUR,,7600052,ABHANPUR
13488,SULTANIA INFANTRY LINES BOPAL,8,BHOPAL,1,1,BHOPAL,2,4,Metro,20,MADHYA PRADESH,10,BHOPAL,,7640009,BHOPAL
13490,REGIONAL BUSINESS OFFICEREGION I,8,BHOPAL,1,1,BHOPAL,1,4,Metro,20,MADHYA PRADESH,10,BHOPAL,,7640009,BHOPAL
13491,RBO BHOPAL III,8,BHOPAL,1,1,BHOPAL,3,4,Metro,20,MADHYA PRADESH,10,BHOPAL,,7640009,BHOPAL
13492,R B O BHOPAL II,8,BHOPAL,1,1,BHOPAL,2,4,Metro,20,MADHYA PRADESH,10,BHOPAL,,7640009,BHOPAL
13493,RBO-1 JABALPUR,8,BHOPAL,2,4,JABALPUR,1,4,Metro,20,MADHYA PRADESH,38,JABALPUR,,7100008,JABALPUR
13494,RBO-2 MANDLA JABALPUR,8,BHOPAL,2,4,JABALPUR,2,4,Metro,20,MADHYA PRADESH,38,JABALPUR,,7100008,JABALPUR
13495,REGIONAL BUSINESS OFFICE-1RAIPUR,8,BHOPAL,3,5,RAIPUR,1,4,Metro,7,CHATTISGARH,54,RAIPUR,,7600008,RAIPUR
13496,RBOREGION-2RAIPUR,8,BHOPAL,3,5,RAIPUR,2,4,Metro,7,CHATTISGARH,54,RAIPUR,,7600008,RAIPUR
13497,RBO-1 GWALIOR,8,BHOPAL,2,3,GWALIOR,1,4,Metro,20,MADHYA PRADESH,32,GWALIOR,,7400008,GWALIOR
13498,REGIONAL BUSINESS OFFICE II GWALIOR,8,BHOPAL,2,3,GWALIOR,2,4,Metro,20,MADHYA PRADESH,32,GWALIOR,,7400008,GWALIOR
13519,RING ROADRAIPUR,8,BHOPAL,3,5,RAIPUR,1,4,Metro,7,CHATTISGARH,54,RAIPUR,,7600008,RAIPUR
13520,GUDIYAIRAIPUR,8,BHOPAL,3,5,RAIPUR,1,4,Metro,7,CHATTISGARH,54,RAIPUR,,7600008,RAIPUR
13642,PARASWADA,8,BHOPAL,2,4,JABALPUR,2,1,Rural,20,MADHYA PRADESH,2,BALAGHAT,,7520111,PARASWADA
13643,TIRODI,8,BHOPAL,2,4,JABALPUR,2,1,Rural,20,MADHYA PRADESH,42,MANDLA,,7520142,TIRODI
13645,GADASARAI MAL,8,BHOPAL,2,4,JABALPUR,2,1,Rural,20,MADHYA PRADESH,27,DINDORI,,7110111,GADASARAI MAI
13646,DOLARIYA,8,BHOPAL,1,1,BHOPAL,4,1,Rural,20,MADHYA PRADESH,34,HOSHANGABAD,,7160081,DOLARIA
13647,MAJHGAWAN,8,BHOPAL,2,4,JABALPUR,1,1,Rural,20,MADHYA PRADESH,38,JABALPUR,,7100332,MAJHGAWAN 
13648,KUNDAM,8,BHOPAL,2,4,JABALPUR,1,1,Rural,20,MADHYA PRADESH,38,JABALPUR,,7100141,KUNDAM
13649,SIVARIYABIRPUR,8,BHOPAL,1,1,BHOPAL,5,1,Rural,20,MADHYA PRADESH,90,WEST NIMAR (KHARGONE),,7180751,BIRPUR KUNDESHWAR
13650,GANDHI CHOWK PANDHANA,8,BHOPAL,1,1,BHOPAL,5,2,Semi-Urban,20,MADHYA PRADESH,28,EAST NIMAR (KHANDWA),,7180053,PANDHANA
13651,BAMHANI,8,BHOPAL,2,4,JABALPUR,2,2,Semi-Urban,20,MADHYA PRADESH,42,MANDLA,,7120012,BAMHANI
13652,BICHHIYA -Ryt,8,BHOPAL,2,4,JABALPUR,2,2,Semi-Urban,20,MADHYA PRADESH,42,MANDLA,,7120052,BICHHIYA RYT
13653,SIRCHOPI (BPSCL),8,BHOPAL,2,4,JABALPUR,5,1,Rural,20,MADHYA PRADESH,66,SAGAR,,7050691,SIRCHOPI 
13654,KHIMLASA,8,BHOPAL,2,4,JABALPUR,5,2,Semi-Urban,20,MADHYA PRADESH,66,SAGAR,,7050152,KHIMLASA
13655,NAGARNAR,8,BHOPAL,3,5,RAIPUR,4,1,Rural,7,CHATTISGARH,4,BASTAR,,7621251,NARGARNAR
13657,MANA,8,BHOPAL,3,5,RAIPUR,1,1,Rural,7,CHATTISGARH,54,RAIPUR,,7600852,MANA
13658,KHARORA,8,BHOPAL,3,5,RAIPUR,2,1,Rural,7,CHATTISGARH,31,BALODA BAZAR,,7600252,KHARORA
13659,UNCHEHARA,8,BHOPAL,2,4,JABALPUR,3,2,Semi-Urban,20,MADHYA PRADESH,68,SATNA,,7460073,UNCHEHRA
13660,BETMA,8,BHOPAL,1,2,INDORE,1,2,Semi-Urban,20,MADHYA PRADESH,36,INDORE,,7200023,BETMA
13661,MAU,8,BHOPAL,2,3,GWALIOR,2,2,Semi-Urban,20,MADHYA PRADESH,8,BHIND,,7390033,MAU
13662,MAHARAJPUR,8,BHOPAL,2,3,GWALIOR,3,2,Semi-Urban,20,MADHYA PRADESH,14,CHHATARPUR,,7440014,MAHARAJPUR
13663,JERON KHALSA,8,BHOPAL,2,3,GWALIOR,3,1,Rural,20,MADHYA PRADESH,84,TIKAMGARH,,7430252,JERON KHALSA
13664,MAJHGAWAN,8,BHOPAL,2,4,JABALPUR,3,1,Rural,20,MADHYA PRADESH,68,SATNA,,7460092,MAJHGAWAN
14124,TAMIYA,8,BHOPAL,1,1,BHOPAL,6,1,Rural,20,MADHYA PRADESH,16,CHHINDWARA,,7150201,TAMIA
14132,SPL CURRENCY ADMIN BRANCH BHOPAL,8,BHOPAL,1,1,BHOPAL,2,4,Metro,20,MADHYA PRADESH,10,BHOPAL,,7640009,BHOPAL
14204,SIHORA CITY,8,BHOPAL,2,4,JABALPUR,1,2,Semi-Urban,20,MADHYA PRADESH,38,JABALPUR,,7100024,SIHORA
14205,BASNA,8,BHOPAL,3,5,RAIPUR,2,2,Semi-Urban,7,CHATTISGARH,23,MAHASAMUND,,7590042,BASNA
14206,SAJA,8,BHOPAL,3,5,RAIPUR,2,1,Rural,7,CHATTISGARH,33,BEMETARA,,3280351,"SAJA	 "
14251,LAKHANPUR,8,BHOPAL,3,6,BILASPUR,4,1,Rural,7,CHATTISGARH,82,SURGUJA,,7560361,LAKHANPUR
14252,CHHURI KHURD,8,BHOPAL,3,6,BILASPUR,2,1,Rural,7,CHATTISGARH,19,KORBA,,7550371,CHHURIKHURD
14253,KARTALA,8,BHOPAL,3,6,BILASPUR,2,1,Rural,7,CHATTISGARH,19,KORBA,,7550161,KARTALA
14271,SANCHI,8,BHOPAL,1,1,BHOPAL,3,1,Rural,20,MADHYA PRADESH,56,RAISEN,,7020052,SANCHI
14390,HARRAI,8,BHOPAL,1,1,BHOPAL,6,2,Semi-Urban,20,MADHYA PRADESH,10,BHOPAL,,7150042,HARRAI
14397,PALARI,8,BHOPAL,3,5,RAIPUR,2,1,Rural,7,CHATTISGARH,31,BALODA BAZAR,,3230262,PALARI
14455,KARMETA,8,BHOPAL,2,4,JABALPUR,1,4,Metro,20,MADHYA PRADESH,38,JABALPUR,,7100008,JABALPUR
14456,VETERINARY COLLEGE CAMPUS,8,BHOPAL,2,4,JABALPUR,1,4,Metro,20,MADHYA PRADESH,38,JABALPUR,,7100008,JABALPUR
14509,CHITRANGI,8,BHOPAL,2,4,JABALPUR,3,1,Rural,20,MADHYA PRADESH,81,SINGRAULI,,2950241,CHITRANGI
14510,BARGAWAN,8,BHOPAL,2,4,JABALPUR,3,1,Rural,20,MADHYA PRADESH,81,SINGRAULI,,2950251,BARGAWAN
14683,RBO XI INDORE,8,BHOPAL,1,2,INDORE,3,4,Metro,20,MADHYA PRADESH,24,DHAR,,7200009,INDORE
14684,SULTANPUR,8,BHOPAL,1,1,BHOPAL,3,2,Semi-Urban,20,MADHYA PRADESH,82,ALIRAJPUR,,7020112,SULTANPUR
14686,AMADAND,8,BHOPAL,2,4,JABALPUR,4,1,Rural,20,MADHYA PRADESH,75,ANUPPUR,,7210001,AMADAND
14687,NARIYARA,8,BHOPAL,3,6,BILASPUR,2,1,Rural,7,CHATTISGARH,9,JANJGIR-CHAMPA,,7530282,NARIYARA
14688,BIRKONI,8,BHOPAL,3,5,RAIPUR,2,1,Rural,7,CHATTISGARH,23,MAHASAMUND,,7590371,BIRKONI
14695,SMECC JABALPUR,8,BHOPAL,2,4,JABALPUR,8,4,Metro,20,MADHYA PRADESH,38,JABALPUR,,7100008,JABALPUR
14696,SME CITY CREDIT CENTREBHILAI,8,BHOPAL,3,5,RAIPUR,8,3,Urban,7,CHATTISGARH,26,DURG,,7500008,BHILAI NAGAR
14698,SMECCCGWALIOR,8,BHOPAL,2,3,GWALIOR,8,4,Metro,20,MADHYA PRADESH,32,GWALIOR,,7400008,GWALIOR
14747,CHHUI KHADAN,8,BHOPAL,3,5,RAIPUR,3,1,Rural,7,CHATTISGARH,60,RAJNANDGAON,,7660052,CHHUIKHADAN 
14803,SCAB JABALPUR,8,BHOPAL,2,4,JABALPUR,1,4,Metro,20,MADHYA PRADESH,38,JABALPUR,,7100008,JABALPUR
14804,AGRI COMMERCIAL BR. HOSHANGABAD,8,BHOPAL,1,1,BHOPAL,9,3,Urban,20,MADHYA PRADESH,34,HOSHANGABAD,,7160025,HOSHANGABAD
14805,AGRI COMMERCIAL BR. DURG,8,BHOPAL,3,5,RAIPUR,9,3,Urban,7,CHATTISGARH,26,DURG,,7500017,DURG
14958,NIGAHI,8,BHOPAL,2,4,JABALPUR,3,3,Urban,20,MADHYA PRADESH,81,SINGRAULI,,2950006,WAIDHAN-SINGRAULI
14959,DUDHICHUA,8,BHOPAL,2,4,JABALPUR,3,3,Urban,20,MADHYA PRADESH,81,SINGRAULI,,2950006,WAIDHAN-SINGRAULI
14960,SPE CURRENCY ADMINISTRATION BRGWALIOR,8,BHOPAL,2,3,GWALIOR,1,4,Metro,20,MADHYA PRADESH,32,GWALIOR,,7400008,GWALIOR
15019,PATNA,8,BHOPAL,3,6,BILASPUR,4,1,Rural,7,CHATTISGARH,21,KORIYA,,7570211,PATNA
15020,SITAPUR,8,BHOPAL,3,6,BILASPUR,4,1,Rural,7,CHATTISGARH,82,SURGUJA,,7560172,SITAPUR
15021,BELKHADU MOHAS,8,BHOPAL,2,4,JABALPUR,1,1,Rural,20,MADHYA PRADESH,38,JABALPUR,,7101091,BELKHADU
15079,MIHONA,8,BHOPAL,2,3,GWALIOR,2,2,Semi-Urban,20,MADHYA PRADESH,8,BHIND,,7390053,MIHONA
15080,PARWALIYA SADAK,8,BHOPAL,1,1,BHOPAL,2,1,Rural,20,MADHYA PRADESH,10,BHOPAL,,7640041,PARWALIYA SADAK
15141,SCAB Bhilai,8,BHOPAL,3,5,RAIPUR,3,3,Urban,7,CHATTISGARH,26,DURG,,7500008,BHILAI NAGAR
15142,SCABBILASPUR,8,BHOPAL,3,6,BILASPUR,1,4,Metro,7,CHATTISGARH,12,BILASPUR,,6500019,NASHIK
15156,LCPC JABALPUR,8,BHOPAL,2,4,JABALPUR,8,3,Urban,20,MADHYA PRADESH,38,JABALPUR,,7100008,JABALPUR
15286,JAMNER,8,BHOPAL,2,3,GWALIOR,4,1,Rural,20,MADHYA PRADESH,30,GUNA,,7360241,JAMNER
15311,MUHANDRA,8,BHOPAL,2,3,GWALIOR,6,1,Rural,20,MADHYA PRADESH,50,PANNA,,7450122,MUHANDRA
15412,RBO-IV INDORE,8,BHOPAL,1,2,INDORE,4,4,Metro,20,MADHYA PRADESH,22,DEWAS,,7200009,INDORE
15413,RBO-VIIMANDSAUR,8,BHOPAL,1,2,INDORE,7,3,Urban,20,MADHYA PRADESH,44,MANDSAUR,,,
15414,ZONAL OFFICE INDORE,8,BHOPAL,1,2,INDORE,8,4,Metro,20,MADHYA PRADESH,36,INDORE,,7200009,INDORE
15464,BALRAMPUR,8,BHOPAL,3,6,BILASPUR,4,1,Rural,7,CHATTISGARH,37,BALARAMPUR,,3330131,BALRAMPUR
15656,SPL. CURRENCY ADMN. BRANCHIN,8,BHOPAL,1,2,INDORE,2,4,Metro,20,MADHYA PRADESH,36,INDORE,,7640009,BHOPAL
15770,MR-9-SOPA CAMPUS-INDORE,8,BHOPAL,1,2,INDORE,2,4,Metro,20,MADHYA PRADESH,36,INDORE,,7200009,INDORE
15771,BHATGAON,8,BHOPAL,3,5,RAIPUR,2,2,Semi-Urban,7,CHATTISGARH,31,BALODA BAZAR,,3230092,BHATGAON
15772,TALEN,8,BHOPAL,2,3,GWALIOR,4,2,Semi-Urban,20,MADHYA PRADESH,58,RAJGARH,,7340082,TALEN
15773,BERLA,8,BHOPAL,3,5,RAIPUR,2,1,Rural,7,CHATTISGARH,33,BEMETARA,,3270231,BERLA
15855,DOCUMENT ARCHIVAL CENTRE INDORE,8,BHOPAL,1,2,INDORE,8,4,Metro,20,MADHYA PRADESH,36,INDORE,,,
16068,NEORI HILLS,8,BHOPAL,1,1,BHOPAL,2,4,Metro,20,MADHYA PRADESH,10,BHOPAL,,7640009,BHOPAL
16091,DAC JABALPUR,8,BHOPAL,2,4,JABALPUR,8,3,Urban,20,MADHYA PRADESH,38,JABALPUR,,7100008,JABALPUR
16112,SCAB SAUGOR,8,BHOPAL,2,4,JABALPUR,5,3,Urban,20,MADHYA PRADESH,66,SAGAR,,7050007,SAGAR
16113,SPL. CURRENCY ADMN. BRANCH(SCA,8,BHOPAL,1,2,INDORE,6,3,Urban,20,MADHYA PRADESH,62,RATLAM,,7270007,RATLAM
16152, MANISHA MARKETBHOPAL,8,BHOPAL,1,1,BHOPAL,1,4,Metro,20,MADHYA PRADESH,10,BHOPAL,,7640009,BHOPAL
16153,ANAND NAGARBHOPAL,8,BHOPAL,1,1,BHOPAL,2,4,Metro,20,MADHYA PRADESH,10,BHOPAL,,7640009,BHOPAL
16154,GANDHI NAGARBHOPAL,8,BHOPAL,1,1,BHOPAL,2,4,Metro,20,MADHYA PRADESH,10,BHOPAL,,7640009,BHOPAL
16155,PURANI BASTI RAIPUR,8,BHOPAL,3,5,RAIPUR,1,4,Metro,7,CHATTISGARH,54,RAIPUR,,7600008,RAIPUR
16156,NEW RAJENDRA NAGAR,8,BHOPAL,3,5,RAIPUR,1,4,Metro,7,CHATTISGARH,54,RAIPUR,,7600008,RAIPUR
16186,SAIMSBHANWRASALA INDORE,8,BHOPAL,1,2,INDORE,1,4,Metro,20,MADHYA PRADESH,36,INDORE,,7200009,INDORE
16187,DEHGAON,8,BHOPAL,1,1,BHOPAL,3,1,Rural,20,MADHYA PRADESH,56,RAISEN,,7020172,DEHGAON
16188,THIKRI,8,BHOPAL,1,2,INDORE,3,1,Rural,20,MADHYA PRADESH,25,BARWANI,,7230322, THIKRI
16189,KESLI,8,BHOPAL,2,4,JABALPUR,5,1,Rural,20,MADHYA PRADESH,48,NARSINGHPUR,,7050142,KESALI
16190,BHAKARA,8,BHOPAL,3,5,RAIPUR,5,1,Rural,7,CHATTISGARH,7,DHAMTARI,,7040241,BHAKHARA
16191,MAKADI,8,BHOPAL,3,5,RAIPUR,4,1,Rural,7,CHATTISGARH,30,KONDAGAON,,3210061,MAKADI
16450,ROHIT NAGARBHOPAL,8,BHOPAL,1,1,BHOPAL,1,4,Metro,20,MADHYA PRADESH,10,BHOPAL,,7640009,BHOPAL
16451,DAC GWALIOR,8,BHOPAL,2,3,GWALIOR,8,3,Urban,20,MADHYA PRADESH,32,GWALIOR,,,
16550,COLLECTORATE CAMPUS MANDSAUR,8,BHOPAL,1,2,INDORE,7,3,Urban,20,MADHYA PRADESH,44,MANDSAUR,,7280006,MANDSAUR
16568,GAIRTALAI,8,BHOPAL,2,4,JABALPUR,4,1,Rural,20,MADHYA PRADESH,37,KATNI,,7090141,GAIRTALAI
16593,TRANSPORT NAGARGWALIOR,8,BHOPAL,2,3,GWALIOR,1,4,Metro,20,MADHYA PRADESH,32,GWALIOR,,7400008,GWALIOR
16595,COLLECTORATEKATNI,8,BHOPAL,2,4,JABALPUR,4,3,Urban,20,MADHYA PRADESH,37,KATNI,,7090006,MURWARA(KATNI)
16596,DHAMDA ROADDURG,8,BHOPAL,3,5,RAIPUR,3,3,Urban,7,CHATTISGARH,26,DURG,,7500017,DURG
16597,DEENDAYAL UPADHYAYNAGARRAIPUR,8,BHOPAL,3,5,RAIPUR,1,4,Metro,7,CHATTISGARH,54,RAIPUR,,7600008,RAIPUR
16610,AIIMSBHOPAL,8,BHOPAL,1,1,BHOPAL,2,4,Metro,20,MADHYA PRADESH,10,BHOPAL,,7640009,BHOPAL
16700,R.B.O. AMBIKAPUR,8,BHOPAL,3,6,BILASPUR,4,3,Urban,7,CHATTISGARH,82,SURGUJA,,7560005,AMBIKAPUR
16701,R B O 5KANKER,8,BHOPAL,3,5,RAIPUR,5,2,Semi-Urban,7,CHATTISGARH,15,KANKER,,7610004,KANKER
16745, RAGHURAJGARH,8,BHOPAL,2,4,JABALPUR,3,1,Rural,20,MADHYA PRADESH,64,REWA,,7470311,RAGHURAJGARH
16746, MANGAWAN,8,BHOPAL,2,4,JABALPUR,3,2,Semi-Urban,20,MADHYA PRADESH,64,REWA,,7470013,MANGAWAN
16747, GURH,8,BHOPAL,2,4,JABALPUR,3,2,Semi-Urban,20,MADHYA PRADESH,64,REWA,,,
16748, CHITRAKOOTDIST.SATNA,8,BHOPAL,2,4,JABALPUR,3,2,Semi-Urban,20,MADHYA PRADESH,68,SATNA,,7460124,CHITRAKOOT
16842,MANDAKINI BHOPAL,8,BHOPAL,1,1,BHOPAL,1,4,Metro,20,MADHYA PRADESH,10,BHOPAL,,7640009,BHOPAL
16843,NEW COLLECTORATEGWALIOR,8,BHOPAL,2,3,GWALIOR,1,4,Metro,20,MADHYA PRADESH,32,GWALIOR,,7400008,GWALIOR
16903,IIM SEJBAHARRAIPUR,8,BHOPAL,3,5,RAIPUR,1,4,Metro,7,CHATTISGARH,54,RAIPUR,,7600008,RAIPUR
16907,MAIHAR CITY,8,BHOPAL,2,4,JABALPUR,3,2,Semi-Urban,20,MADHYA PRADESH,68,SATNA,,7460014,MAIHAR
16908,KOTAR,8,BHOPAL,2,4,JABALPUR,3,1,Rural,20,MADHYA PRADESH,68,SATNA,,,
17048, JUMERATIBHOPAL,8,BHOPAL,1,1,BHOPAL,2,4,Metro,20,MADHYA PRADESH,10,BHOPAL,,7640009,BHOPAL
17095,DHARSIWA,8,BHOPAL,3,5,RAIPUR,1,1,Rural,7,CHATTISGARH,54,RAIPUR,,7600461,DHARSIWA
17096,MANDIR HASAUD,8,BHOPAL,3,5,RAIPUR,1,2,Semi-Urban,7,CHATTISGARH,54,RAIPUR,,7600602,MANDIR HASAUD
17097, MAGARLOD,8,BHOPAL,3,5,RAIPUR,5,1,Rural,7,CHATTISGARH,7,DHAMTARI,,7040131,MAGARLOD
17098,GOURJHAMAR,8,BHOPAL,2,4,JABALPUR,5,1,Rural,20,MADHYA PRADESH,66,SAGAR,,7050192,GAURJHAMER
17099,JARUWAKHEDA,8,BHOPAL,2,4,JABALPUR,5,1,Rural,20,MADHYA PRADESH,66,SAGAR,,7050802,MUDRA JARUWAKHEDA
17100, SAKRI,8,BHOPAL,3,6,BILASPUR,1,2,Semi-Urban,7,CHATTISGARH,12,BILASPUR,,7541352,SAKARI
17101,MAHARAJPUR MANDLA,8,BHOPAL,2,4,JABALPUR,2,2,Semi-Urban,20,MADHYA PRADESH,42,MANDLA,,,
17102, FANDA,8,BHOPAL,1,1,BHOPAL,2,1,Rural,20,MADHYA PRADESH,10,BHOPAL,,7640061,PHANDA KALA
17103, SUTHALIYA,8,BHOPAL,2,3,GWALIOR,4,2,Semi-Urban,20,MADHYA PRADESH,58,RAJGARH,,7340102,SUTHALIYA
17104, BARKHEDA GIRD,8,BHOPAL,2,3,GWALIOR,4,1,Rural,20,MADHYA PRADESH,30,GUNA,,7360711,BARKHEDA GIRD
17105,BUZURG DABRA,8,BHOPAL,2,3,GWALIOR,1,2,Semi-Urban,20,MADHYA PRADESH,32,GWALIOR,,7400622,BUZURG
17106, GAUTAMPURA,8,BHOPAL,1,2,INDORE,1,2,Semi-Urban,20,MADHYA PRADESH,36,INDORE,,7200043,RUNJI-GAUTAMPURA
17107, PATHARI,8,BHOPAL,1,1,BHOPAL,3,1,Rural,20,MADHYA PRADESH,88,VIDISHA,,7350132,PATHARI
17108, DESHGAON,8,BHOPAL,1,1,BHOPAL,5,1,Rural,20,MADHYA PRADESH,28,EAST NIMAR (KHANDWA),,7180411,DESHGAON
17109, BORAWA,8,BHOPAL,1,1,BHOPAL,5,1,Rural,20,MADHYA PRADESH,90,WEST NIMAR (KHARGONE),,7221021,BORAWA
17110, BAMNALA,8,BHOPAL,1,1,BHOPAL,5,1,Rural,20,MADHYA PRADESH,90,WEST NIMAR (KHARGONE),,7220352,BAMNALA
17111,CHHAIGAON MAKHAN,8,BHOPAL,1,1,BHOPAL,5,1,Rural,20,MADHYA PRADESH,28,EAST NIMAR (KHANDWA),,7180171, CHHAIGAON MAKHAN 
